# observed_effect,predicted_effect,CV1_pred,CV2_pred,CV3_pred,CV4_pred
8.723621669320000271e-02,5.884237289428710938e-01,5.916671156883239746e-01,4.259981513023376465e-01,3.581429719924926758e-01,2.419793009757995605e-01
4.770858814969999862e-01,5.232568383216857910e-01,5.165053606033325195e-01,4.943220317363739014e-01,4.892155528068542480e-01,4.587315618991851807e-01
9.152409853069999324e-01,8.970505595207214355e-01,8.988717794418334961e-01,9.132204055786132812e-01,8.715107440948486328e-01,8.750291466712951660e-01
8.718899503010000274e-01,7.102127671241760254e-01,7.153021693229675293e-01,7.172337174415588379e-01,7.029130458831787109e-01,6.143021583557128906e-01
2.953211847219999742e-01,4.414260089397430420e-01,4.323450922966003418e-01,4.925401806831359863e-01,3.923992812633514404e-01,4.371039271354675293e-01
1.047771292329999993e+00,9.407409429550170898e-01,9.313467741012573242e-01,9.032306671142578125e-01,8.833708763122558594e-01,9.300206899642944336e-01
9.988465528190000331e-01,8.537824153900146484e-01,8.576664328575134277e-01,7.327976226806640625e-01,8.082277774810791016e-01,8.021415472030639648e-01
3.724240969820000191e-01,4.089668691158294678e-01,4.057159423828125000e-01,4.755923449993133545e-01,4.636593461036682129e-01,4.615911245346069336e-01
1.010922912570000110e+00,7.392901778221130371e-01,7.527816295623779297e-01,8.074932098388671875e-01,8.486322164535522461e-01,7.901297211647033691e-01
1.649584294539999940e-01,4.218460023403167725e-01,4.111647605895996094e-01,5.277095437049865723e-01,4.452096819877624512e-01,4.637637734413146973e-01
9.009970738050000483e-01,8.150429725646972656e-01,8.106881380081176758e-01,8.354380130767822266e-01,8.394415974617004395e-01,8.144526481628417969e-01
9.313427983090000195e-01,7.591121196746826172e-01,7.604833841323852539e-01,7.868915796279907227e-01,8.218501806259155273e-01,7.833611369132995605e-01
6.898156032760000000e-01,6.633232235908508301e-01,6.733057498931884766e-01,7.313621044158935547e-01,8.126307725906372070e-01,7.291460633277893066e-01
3.265958599759999914e-01,5.650568008422851562e-01,5.647059082984924316e-01,5.480957627296447754e-01,4.334979057312011719e-01,4.731071591377258301e-01
1.408057099510000021e-01,2.971965074539184570e-01,3.082013726234436035e-01,3.665279150009155273e-01,3.199693858623504639e-01,2.945806682109832764e-01
6.229311492669999950e-01,5.098068118095397949e-01,5.092918872833251953e-01,5.186506509780883789e-01,4.701052606105804443e-01,5.157629251480102539e-01
7.836396290389999741e-01,5.221470594406127930e-01,5.136875510215759277e-01,4.863747656345367432e-01,4.667678177356719971e-01,5.353059768676757812e-01
3.504389292289999958e-01,3.564030528068542480e-01,3.535904884338378906e-01,3.243570625782012939e-01,3.338699340820312500e-01,3.419117331504821777e-01
1.863242967069999867e-01,4.738435149192810059e-01,4.901865720748901367e-01,6.906607151031494141e-01,4.282254576683044434e-01,5.278935432434082031e-01
5.551177445079999995e-01,4.208299219608306885e-01,4.210739135742187500e-01,4.063228368759155273e-01,4.096832871437072754e-01,4.963957965373992920e-01
7.244964312809999418e-01,5.804618000984191895e-01,5.799500346183776855e-01,6.388948559761047363e-01,5.866388082504272461e-01,5.660862922668457031e-01
3.120422982239999810e-01,4.228332638740539551e-01,4.207420349121093750e-01,4.203721880912780762e-01,3.952674269676208496e-01,5.055983662605285645e-01
8.932558175539999645e-01,6.943434476852416992e-01,6.945724487304687500e-01,7.483084797859191895e-01,7.314924001693725586e-01,7.855324745178222656e-01
3.169967022249999822e-01,5.503442883491516113e-01,5.593823194503784180e-01,6.006484031677246094e-01,5.368316769599914551e-01,5.638473629951477051e-01
2.241016272119999986e-01,3.914081454277038574e-01,4.009546637535095215e-01,5.551106929779052734e-01,5.217337012290954590e-01,4.491557180881500244e-01
8.852049110529999210e-01,6.122921109199523926e-01,6.068760752677917480e-01,6.482956409454345703e-01,7.211093902587890625e-01,7.997978925704956055e-01
7.988124912909999598e-01,6.447044610977172852e-01,6.392466425895690918e-01,6.478447914123535156e-01,7.050073742866516113e-01,6.824231743812561035e-01
3.216414559749999902e-01,4.461072981357574463e-01,4.514843225479125977e-01,5.216565728187561035e-01,5.047270655632019043e-01,5.471345782279968262e-01
1.922076514579999784e-01,3.703694939613342285e-01,3.663954138755798340e-01,3.496189713478088379e-01,5.089214444160461426e-01,4.320089221000671387e-01
4.838981869979999684e-01,3.448349237442016602e-01,3.404816389083862305e-01,2.865854799747467041e-01,4.332479238510131836e-01,3.799396455287933350e-01
6.789778445249999850e-01,7.172652482986450195e-01,7.270072102546691895e-01,7.052080631256103516e-01,8.082739710807800293e-01,7.591346502304077148e-01
1.850856957070000086e-01,4.030894041061401367e-01,4.157497286796569824e-01,5.907146334648132324e-01,3.794803917407989502e-01,3.560032248497009277e-01
5.126956602519999739e-01,4.370803833007812500e-01,4.372852444648742676e-01,4.258732199668884277e-01,4.377175867557525635e-01,3.748301267623901367e-01
8.263713635449999595e-01,8.231028318405151367e-01,8.107967376708984375e-01,8.524032831192016602e-01,7.187320590019226074e-01,7.820794582366943359e-01
2.919150319709999941e-01,3.545762300491333008e-01,3.600119352340698242e-01,5.153363347053527832e-01,3.153629302978515625e-01,3.846213817596435547e-01
1.973246218399999849e-02,2.960305213928222656e-01,3.015034794807434082e-01,3.024307489395141602e-01,2.383936345577239990e-01,2.280004918575286865e-01
8.656969452999999648e-01,5.695300102233886719e-01,5.649149417877197266e-01,6.608474254608154297e-01,5.493744015693664551e-01,5.604734420776367188e-01
9.468253108109999649e-01,5.902014970779418945e-01,5.714920759201049805e-01,4.732152521610260010e-01,6.834725737571716309e-01,5.919948220252990723e-01
5.541887937569999201e-01,5.092673897743225098e-01,5.079236030578613281e-01,4.908334016799926758e-01,6.188111901283264160e-01,4.591103494167327881e-01
6.610181300220000500e-01,4.521323442459106445e-01,4.418085813522338867e-01,3.970532417297363281e-01,6.003236770629882812e-01,2.683358192443847656e-01
1.234652959479999867e-01,2.309468090534210205e-01,2.408516108989715576e-01,2.742314338684082031e-01,3.363213539123535156e-01,2.151177823543548584e-01
5.904178730119999940e-01,4.490136504173278809e-01,4.718646705150604248e-01,4.952135682106018066e-01,5.616827011108398438e-01,4.901283979415893555e-01
1.485469662020000026e-01,4.036199450492858887e-01,4.090577661991119385e-01,2.887889742851257324e-01,5.881585478782653809e-01,2.511818706989288330e-01
2.321525337130000144e-01,4.233830869197845459e-01,4.239853024482727051e-01,4.002484977245330811e-01,3.739475607872009277e-01,5.035848021507263184e-01
1.039101085320000006e+00,8.601328134536743164e-01,8.576558232307434082e-01,6.555704474449157715e-01,8.623600006103515625e-01,8.555566072463989258e-01
6.000170307639999256e-01,6.856312751770019531e-01,6.913577318191528320e-01,5.874059796333312988e-01,6.312028169631958008e-01,6.452744007110595703e-01
2.110963167100000093e-01,2.042247354984283447e-01,2.090079486370086670e-01,1.988345980644226074e-01,1.921164691448211670e-01,2.032955884933471680e-01
4.194909349889999750e-01,4.718601703643798828e-01,4.750251173973083496e-01,4.227129518985748291e-01,4.593569934368133545e-01,4.872042536735534668e-01
5.981591292629999668e-01,5.479897856712341309e-01,5.475853085517883301e-01,4.998843371868133545e-01,4.750820100307464600e-01,5.618857741355895996e-01
8.585749895489999117e-01,8.357955217361450195e-01,8.382593393325805664e-01,7.754779458045959473e-01,8.547910451889038086e-01,8.485158681869506836e-01
7.090139187789999964e-01,5.609062910079956055e-01,5.723211765289306641e-01,3.906137347221374512e-01,5.964294672012329102e-01,5.862628221511840820e-01
4.377602997410000030e-01,4.153489768505096436e-01,4.182234704494476318e-01,4.014789462089538574e-01,4.103013575077056885e-01,4.434344470500946045e-01
1.318258526989999901e-01,2.484038472175598145e-01,2.439263761043548584e-01,1.652147471904754639e-01,3.195119798183441162e-01,2.057079672813415527e-01
1.655777299539999969e-01,3.467777371406555176e-01,3.701536059379577637e-01,2.160626351833343506e-01,3.128150701522827148e-01,2.128450572490692139e-01
4.820402854979999874e-01,4.153489768505096436e-01,4.182234704494476318e-01,4.014789462089538574e-01,4.103013575077056885e-01,4.434344470500946045e-01
1.612426264529999986e-01,1.386706233024597168e-01,1.623576283454895020e-01,1.551097631454467773e-01,1.934940218925476074e-01,1.281331777572631836e-01
4.591261669939999956e-01,5.022082328796386719e-01,5.033851861953735352e-01,4.306638836860656738e-01,4.409854412078857422e-01,3.132771849632263184e-01
4.569586152440000548e-01,4.859745800495147705e-01,4.929504692554473877e-01,4.514002799987792969e-01,4.698809981346130371e-01,4.672858715057373047e-01
2.172893217110000164e-01,2.703318595886230469e-01,2.636900544166564941e-01,2.208517193794250488e-01,2.297363877296447754e-01,1.701079308986663818e-01
2.460867949649999942e-01,3.132188916206359863e-01,2.994709610939025879e-01,2.900386452674865723e-01,3.171921968460083008e-01,2.597302794456481934e-01
1.615522767029999862e-01,4.757453799247741699e-01,4.704568982124328613e-01,2.923831939697265625e-01,2.932983338832855225e-01,2.281424999237060547e-01
5.498536902570000384e-01,4.406739175319671631e-01,4.406348466873168945e-01,4.157099425792694092e-01,4.425598382949829102e-01,3.563075959682464600e-01
4.990710492499999540e-01,5.423490405082702637e-01,5.542809963226318359e-01,5.152776241302490234e-01,5.235136747360229492e-01,5.226273536682128906e-01
8.644583443000001255e-01,6.917161941528320312e-01,6.807445287704467773e-01,6.660927534103393555e-01,6.924102306365966797e-01,5.585573911666870117e-01
4.978324482500000037e-01,5.288128852844238281e-01,5.470408201217651367e-01,4.914827644824981689e-01,5.056861042976379395e-01,4.985027015209197998e-01
7.861168310389999858e-01,7.707282304763793945e-01,7.710783481597900391e-01,7.101975679397583008e-01,7.379966974258422852e-01,7.340412139892578125e-01
3.241186579760000352e-01,6.706421375274658203e-01,6.750329732894897461e-01,5.880479812622070312e-01,6.298784017562866211e-01,5.397294163703918457e-01
4.560296644940000088e-01,5.685583353042602539e-01,5.747624635696411133e-01,5.913659334182739258e-01,6.697485446929931641e-01,4.977207779884338379e-01
6.634953320220000617e-01,6.733088493347167969e-01,6.832787990570068359e-01,6.978241205215454102e-01,6.418438553810119629e-01,6.925240755081176758e-01
9.777903358159999447e-01,8.326638936996459961e-01,8.181871175765991211e-01,8.415928483009338379e-01,8.324723243713378906e-01,8.378225564956665039e-01
7.300701357819999737e-01,6.300905346870422363e-01,6.319141387939453125e-01,6.695135831832885742e-01,6.426069736480712891e-01,6.670824289321899414e-01
7.505070522840000535e-01,7.971071004867553711e-01,7.936837673187255859e-01,8.062604665756225586e-01,8.083103299140930176e-01,7.965277433395385742e-01
8.170818560439999656e-01,8.017385005950927734e-01,8.032220602035522461e-01,7.893384099006652832e-01,7.917177677154541016e-01,8.160774707794189453e-01
8.814891080519999811e-01,7.604002952575683594e-01,7.684226632118225098e-01,7.993990778923034668e-01,7.964975833892822266e-01,8.081704378128051758e-01
9.133830838070000624e-01,8.351441621780395508e-01,8.434928655624389648e-01,8.493455052375793457e-01,8.240569829940795898e-01,8.906832933425903320e-01
1.060776602829999860e+00,9.326676130294799805e-01,9.293785095214843750e-01,8.906946778297424316e-01,9.172264337539672852e-01,9.471663236618041992e-01
6.192153462659999441e-01,7.088443636894226074e-01,7.019730806350708008e-01,7.428056001663208008e-01,7.292597293853759766e-01,6.998693943023681641e-01
9.421805570610000125e-01,8.551892042160034180e-01,8.570092916488647461e-01,8.663933277130126953e-01,8.631733059883117676e-01,9.020596146583557129e-01
9.016163743049999679e-01,8.881998062133789062e-01,8.922165632247924805e-01,8.662575483322143555e-01,8.822121620178222656e-01,9.046458005905151367e-01
8.660065955500000356e-01,8.870376944541931152e-01,8.885997533798217773e-01,8.679341673851013184e-01,8.827072978019714355e-01,9.175847172737121582e-01
1.032288779820000002e+00,9.083631634712219238e-01,9.053480625152587891e-01,8.598011732101440430e-01,9.213269948959350586e-01,9.229760169982910156e-01
8.557881372990000513e-01,8.533224463462829590e-01,8.559244871139526367e-01,8.736479878425598145e-01,8.688681125640869141e-01,8.509662151336669922e-01
8.043861957919999917e-01,8.385303020477294922e-01,8.282535076141357422e-01,8.272750377655029297e-01,8.343490362167358398e-01,8.233916759490966797e-01
8.697223985510000865e-01,8.406666517257690430e-01,8.425687551498413086e-01,8.455430269241333008e-01,8.522868156433105469e-01,8.318088054656982422e-01
7.889036832899999352e-01,8.533224463462829590e-01,8.559244871139526367e-01,8.736479878425598145e-01,8.688681125640869141e-01,8.509662151336669922e-01
8.827277090530000203e-01,8.212752342224121094e-01,8.158714771270751953e-01,8.074171543121337891e-01,8.387200832366943359e-01,7.908751368522644043e-01
1.094838130329999881e+00,9.021691083908081055e-01,9.165614843368530273e-01,7.831913232803344727e-01,9.211299419403076172e-01,8.927735090255737305e-01
8.663162457999999955e-01,8.513219952583312988e-01,8.616545200347900391e-01,8.477805256843566895e-01,7.981075048446655273e-01,8.602747321128845215e-01
8.557881372990000513e-01,8.100732564926147461e-01,8.100154995918273926e-01,7.903040647506713867e-01,7.636588811874389648e-01,8.032826185226440430e-01
8.740575020509999682e-01,8.249601125717163086e-01,8.304173350334167480e-01,8.320956826210021973e-01,7.892031073570251465e-01,8.309203386306762695e-01
9.344393008100000397e-01,8.503219485282897949e-01,8.578740954399108887e-01,8.455518484115600586e-01,7.971351146697998047e-01,8.603399991989135742e-01
5.709099072600000158e-01,7.348386645317077637e-01,7.298278808593750000e-01,6.552204489707946777e-01,6.924524307250976562e-01,7.087917327880859375e-01
9.078093793060000305e-01,8.487402200698852539e-01,8.598775863647460938e-01,7.112558484077453613e-01,8.075506687164306641e-01,8.076974749565124512e-01
7.635123627860000983e-01,8.271757364273071289e-01,8.159842491149902344e-01,8.239490389823913574e-01,8.193299770355224609e-01,8.204692006111145020e-01
8.387573735469999736e-01,8.118021488189697266e-01,8.131318092346191406e-01,7.969819903373718262e-01,7.747766375541687012e-01,7.934650182723999023e-01
8.303968167949999923e-01,7.988975048065185547e-01,7.863675355911254883e-01,7.952863574028015137e-01,7.686843872070312500e-01,7.831056118011474609e-01
8.347319202959999629e-01,8.547263741493225098e-01,8.518478870391845703e-01,8.462535142898559570e-01,8.167275190353393555e-01,8.265727758407592773e-01
8.207976590440000386e-01,8.163172602653503418e-01,8.007179498672485352e-01,7.922192811965942383e-01,7.881691455841064453e-01,7.827681303024291992e-01
5.532598430070000406e-01,7.481470108032226562e-01,7.468247413635253906e-01,6.572338342666625977e-01,6.547840833663940430e-01,6.729952096939086914e-01
2.826255244699999447e-01,3.519925773143768311e-01,3.630406856536865234e-01,3.284021019935607910e-01,2.872359156608581543e-01,4.417361319065093994e-01
6.055907352650000686e-01,5.007916092872619629e-01,5.056315064430236816e-01,4.728498458862304688e-01,4.064056575298309326e-01,4.830260276794433594e-01
2.327718342130000173e-01,3.487739861011505127e-01,3.540883660316467285e-01,3.018470406532287598e-01,4.537728726863861084e-01,3.538972139358520508e-01
4.145365309880000293e-01,4.315975904464721680e-01,4.462168812751770020e-01,4.232907295227050781e-01,3.759956955909729004e-01,4.592587947845458984e-01
1.699128334549999952e-01,3.770850300788879395e-01,3.746101856231689453e-01,2.633810639381408691e-01,2.615563273429870605e-01,3.108088970184326172e-01
6.405812135189999923e-01,5.691391825675964355e-01,5.894931554794311523e-01,5.284605026245117188e-01,5.447922348976135254e-01,5.545996427536010742e-01
9.378454535600000419e-01,8.928985595703125000e-01,8.920092582702636719e-01,8.092755675315856934e-01,8.789020776748657227e-01,8.960649371147155762e-01
8.780829553020000899e-01,7.740466594696044922e-01,7.789897918701171875e-01,6.743759512901306152e-01,7.787259817123413086e-01,7.827696204185485840e-01
9.056418275560000897e-01,8.452408313751220703e-01,8.488030433654785156e-01,7.546546459197998047e-01,8.348168134689331055e-01,8.516750335693359375e-01
6.799067952750000865e-01,7.087239027023315430e-01,7.194111347198486328e-01,6.566882729530334473e-01,7.378171086311340332e-01,6.919239759445190430e-01
8.560977875489999001e-01,8.042864799499511719e-01,8.040199875831604004e-01,6.870338916778564453e-01,7.848033905029296875e-01,8.001664876937866211e-01
8.941847683040000661e-01,8.505458831787109375e-01,8.540914058685302734e-01,8.212661147117614746e-01,8.222891688346862793e-01,8.637706041336059570e-01
9.728359318150000545e-01,8.597772121429443359e-01,8.671750426292419434e-01,8.252724409103393555e-01,8.516587018966674805e-01,8.849720954895019531e-01
8.533109352990000396e-01,7.736442089080810547e-01,7.930302619934082031e-01,7.636396884918212891e-01,7.120102047920227051e-01,8.015823364257812500e-01
8.149143042929999359e-01,8.056383132934570312e-01,8.141698837280273438e-01,8.096072673797607422e-01,7.945408225059509277e-01,8.183843493461608887e-01
8.195590580439999773e-01,8.005400896072387695e-01,7.983784675598144531e-01,8.252847790718078613e-01,7.778697013854980469e-01,8.150620460510253906e-01
8.279196147949999807e-01,7.804849743843078613e-01,7.890974283218383789e-01,7.966611385345458984e-01,7.754667997360229492e-01,8.020764589309692383e-01
8.858242115530000627e-01,8.168967962265014648e-01,8.204324841499328613e-01,8.091887235641479492e-01,8.123857975006103516e-01,8.163822889328002930e-01
8.440214277969999568e-01,7.106065750122070312e-01,7.205101251602172852e-01,7.279147505760192871e-01,7.846231460571289062e-01,7.697234153747558594e-01
9.793385870659999659e-01,6.451997756958007812e-01,6.244647502899169922e-01,5.352980494499206543e-01,7.268442511558532715e-01,7.529847621917724609e-01
2.779807707190000143e-01,4.828214943408966064e-01,4.885455667972564697e-01,4.270994067192077637e-01,5.976334810256958008e-01,4.678945541381835938e-01
1.922076514579999784e-01,3.375434875488281250e-01,3.519035577774047852e-01,3.268122076988220215e-01,3.532285094261169434e-01,4.461482465267181396e-01
7.359534905320000986e-01,7.340173721313476562e-01,7.298540472984313965e-01,7.127399444580078125e-01,7.703887224197387695e-01,7.508835196495056152e-01
5.616203997580000440e-01,4.728388190269470215e-01,4.637060165405273438e-01,4.384368360042572021e-01,3.626830875873565674e-01,4.431072771549224854e-01
5.867020700120000321e-01,5.794813632965087891e-01,5.863021612167358398e-01,5.861756205558776855e-01,6.074113845825195312e-01,6.008752584457397461e-01
5.535694932570000004e-01,7.960571050643920898e-01,7.990300655364990234e-01,6.675180196762084961e-01,7.100664377212524414e-01,7.105041742324829102e-01
6.514189722709999852e-01,7.196083664894104004e-01,7.351672649383544922e-01,6.654925942420959473e-01,6.919604539871215820e-01,6.623439788818359375e-01
3.067782439730000199e-01,2.246416807174682617e-01,2.141124308109283447e-01,1.842424869537353516e-01,1.802332699298858643e-01,1.743953526020050049e-01
5.504729907569999581e-01,5.386750698089599609e-01,5.433369278907775879e-01,5.237864255905151367e-01,5.286663770675659180e-01,5.099142193794250488e-01
6.966279087769999823e-01,6.284410953521728516e-01,6.280884742736816406e-01,6.101159453392028809e-01,6.002929210662841797e-01,6.388071775436401367e-01
8.059344470420000128e-01,8.038876056671142578e-01,8.077417016029357910e-01,7.411191463470458984e-01,7.335159778594970703e-01,7.350383400917053223e-01
4.894718914989999448e-01,5.121284723281860352e-01,4.869341254234313965e-01,4.539144039154052734e-01,5.142518281936645508e-01,5.778067111968994141e-01
1.869435972069999896e-01,4.249290525913238525e-01,4.338873028755187988e-01,4.219940602779388428e-01,4.404341876506805420e-01,5.825805068016052246e-01
6.956989580269999918e-01,5.284816026687622070e-01,5.279707908630371094e-01,4.759948551654815674e-01,5.550017952919006348e-01,6.238103508949279785e-01
1.562882224530000030e-01,6.823959946632385254e-02,5.574181675910949707e-02,1.023099720478057861e-01,1.613543629646301270e-01,1.632554531097412109e-01
6.966279087769999823e-01,4.184398651123046875e-01,4.130095243453979492e-01,5.525572896003723145e-01,5.324341058731079102e-01,5.990592837333679199e-01
4.275418414900000186e-01,5.042030215263366699e-01,4.898356497287750244e-01,5.406232476234436035e-01,5.144281983375549316e-01,4.590245485305786133e-01
4.699639257460000441e-01,4.881745576858520508e-01,4.956389367580413818e-01,4.128998219966888428e-01,4.488946795463562012e-01,4.509708285331726074e-01
1.324451531989999931e-01,2.937764227390289307e-01,2.809931635856628418e-01,3.643589019775390625e-01,2.937882542610168457e-01,2.255246937274932861e-01
4.600551177449999640e-01,4.855767190456390381e-01,4.778282940387725830e-01,5.007177591323852539e-01,4.898941814899444580e-01,4.430056810379028320e-01
2.987273374720000318e-01,4.591233730316162109e-01,4.627842903137207031e-01,3.918084204196929932e-01,3.868747353553771973e-01,3.295251727104187012e-01
1.439022124510000167e-01,2.190295755863189697e-01,2.066449224948883057e-01,2.252448797225952148e-01,1.898942887783050537e-01,1.805632412433624268e-01
7.056077660280000163e-01,5.785281658172607422e-01,5.938239693641662598e-01,5.862242579460144043e-01,5.059321522712707520e-01,3.988403975963592529e-01
8.756057533019999672e-01,8.797475695610046387e-01,8.757603764533996582e-01,8.519724607467651367e-01,8.901699781417846680e-01,8.631635904312133789e-01
