# observed_effect,predicted_effect,CV1_pred,CV2_pred,CV3_pred,CV4_pred
7.973406852740000383e-01,5.050591230392456055e-01,4.883666634559631348e-01,5.395303368568420410e-01,5.082883834838867188e-01,5.430075526237487793e-01
1.688724362220000164e-01,4.257948398590087891e-01,4.232285618782043457e-01,4.264470934867858887e-01,4.257437586784362793e-01,4.617375731468200684e-01
7.160442610310000511e-01,3.426251411437988281e-01,3.331117630004882812e-01,3.523440957069396973e-01,3.583525419235229492e-01,3.312202394008636475e-01
2.596137449240000228e-01,3.587592244148254395e-01,3.723606169223785400e-01,3.512052595615386963e-01,3.528248667716979980e-01,3.492048382759094238e-01
1.809960824709999916e-01,3.185337781906127930e-01,3.203085660934448242e-01,3.470891714096069336e-01,3.547755777835845947e-01,3.235508501529693604e-01
8.443326948350000638e-01,4.926235377788543701e-01,4.899387359619140625e-01,4.508351087570190430e-01,5.321817994117736816e-01,4.700751304626464844e-01
1.427017696279999914e-01,4.026714265346527100e-01,4.204195141792297363e-01,4.205430150032043457e-01,4.719729125499725342e-01,4.462384879589080811e-01
6.304395300789999990e-01,4.461880326271057129e-01,4.464451074600219727e-01,4.468841552734375000e-01,4.476281404495239258e-01,4.861389100551605225e-01
4.693291244280000107e-01,4.331532120704650879e-01,4.099200069904327393e-01,4.402511715888977051e-01,4.653064906597137451e-01,4.378622472286224365e-01
4.904621600119999925e-01,4.755408763885498047e-01,4.732613265514373779e-01,4.941438734531402588e-01,4.782812297344207764e-01,4.500111639499664307e-01
7.746425998220000109e-01,4.300669729709625244e-01,4.119367599487304688e-01,4.141102731227874756e-01,3.866203725337982178e-01,4.191195666790008545e-01
2.347920213900000219e-01,3.718855977058410645e-01,3.644992113113403320e-01,3.414190113544464111e-01,3.717610836029052734e-01,3.671740293502807617e-01
3.435846039050000078e-01,3.718855977058410645e-01,3.644992113113403320e-01,3.414190113544464111e-01,3.717610836029052734e-01,3.671740293502807617e-01
1.139506201810000091e-01,4.364788830280303955e-01,4.177849292755126953e-01,4.026090204715728760e-01,3.905228376388549805e-01,3.986267447471618652e-01
1.590795899049999851e-01,4.021746516227722168e-01,4.021571874618530273e-01,4.391376376152038574e-01,4.227567315101623535e-01,4.069361686706542969e-01
9.886958382600000150e-02,3.230926990509033203e-01,3.357671797275543213e-01,3.322833776473999023e-01,3.288576006889343262e-01,3.511670827865600586e-01
8.669500111920001029e-01,4.775716662406921387e-01,4.540255963802337646e-01,4.373134672641754150e-01,4.199756979942321777e-01,4.562208950519561768e-01
2.522888316710000245e-01,3.656551241874694824e-01,3.565639257431030273e-01,3.093788027763366699e-01,3.597434163093566895e-01,3.587372303009033203e-01
1.522473941270000020e-01,4.444935917854309082e-01,4.285394549369812012e-01,3.916164636611938477e-01,4.018179774284362793e-01,4.023503065109252930e-01
2.434847530119999826e-01,4.027671813964843750e-01,3.995821177959442139e-01,3.915944993495941162e-01,3.842215538024902344e-01,3.968553841114044189e-01
2.280097260739999965e-01,4.180300831794738770e-01,4.042135477066040039e-01,3.824470639228820801e-01,4.470161199569702148e-01,3.936358690261840820e-01
4.588206009679999808e-01,3.783479630947113037e-01,3.769518136978149414e-01,3.744031488895416260e-01,3.869127035140991211e-01,3.738731145858764648e-01
1.275339700029999856e-01,3.715107440948486328e-01,3.554993569850921631e-01,3.445883393287658691e-01,3.635523021221160889e-01,3.736079931259155273e-01
2.135283813769999761e-01,3.698301315307617188e-01,3.670598864555358887e-01,3.440812230110168457e-01,3.773138523101806641e-01,3.768293261528015137e-01
3.022778261940000100e-01,4.904171526432037354e-01,4.853835701942443848e-01,5.250699520111083984e-01,5.522817969322204590e-01,5.088417530059814453e-01
3.952565853510000005e-01,5.010460615158081055e-01,4.890094101428985596e-01,4.447445869445800781e-01,4.596494436264038086e-01,4.560512602329254150e-01
2.355796372040000197e-01,3.032976090908050537e-01,3.044096231460571289e-01,2.963872551918029785e-01,2.928374707698822021e-01,3.434181213378906250e-01
1.973594312159999697e-01,3.083193600177764893e-01,3.167555332183837891e-01,3.199113011360168457e-01,3.075289130210876465e-01,3.389293253421783447e-01
2.685193725880000160e-01,3.341517448425292969e-01,3.358557522296905518e-01,3.150752484798431396e-01,3.384546637535095215e-01,3.378144800662994385e-01
3.967649362250000311e-01,3.489208221435546875e-01,3.435932397842407227e-01,2.989384531974792480e-01,3.165911436080932617e-01,3.457719385623931885e-01
1.240093030059999935e-01,2.653238773345947266e-01,2.829642295837402344e-01,2.671564817428588867e-01,2.390250861644744873e-01,2.636155486106872559e-01
2.041551834409999766e-01,2.653238773345947266e-01,2.829642295837402344e-01,2.671564817428588867e-01,2.390250861644744873e-01,2.636155486106872559e-01
1.599170924130000060e-01,3.368234932422637939e-01,3.402687609195709229e-01,2.794997990131378174e-01,3.109470605850219727e-01,3.335290551185607910e-01
3.077563431929999926e-01,3.267942070960998535e-01,3.318472206592559814e-01,3.375819027423858643e-01,3.508533835411071777e-01,3.325473070144653320e-01
1.160995338150000028e-01,2.773747444152832031e-01,2.914651632308959961e-01,3.000933825969696045e-01,2.532592415809631348e-01,2.820471525192260742e-01
9.532726640650000804e-02,3.524315357208251953e-01,3.473091125488281250e-01,3.059508800506591797e-01,3.013211488723754883e-01,3.190886378288269043e-01
1.284470488799999977e-01,2.654322683811187744e-01,2.842959761619567871e-01,2.519459128379821777e-01,2.420556247234344482e-01,2.574424743652343750e-01
5.074482117849999918e-01,3.488869071006774902e-01,3.501645326614379883e-01,3.166236877441406250e-01,3.152689933776855469e-01,3.315793275833129883e-01
2.176041194179999805e-01,3.035534024238586426e-01,3.177825808525085449e-01,2.994209527969360352e-01,3.222351670265197754e-01,3.175988793373107910e-01
1.931155884219999952e-01,2.771813571453094482e-01,2.924026846885681152e-01,2.798202931880950928e-01,2.478136420249938965e-01,2.608948647975921631e-01
6.236553263220000198e-02,2.522573173046112061e-01,2.730775475502014160e-01,2.597218155860900879e-01,2.306686937808990479e-01,2.641217112541198730e-01
2.487343940049999980e-01,2.708414196968078613e-01,2.916329503059387207e-01,2.751317620277404785e-01,2.554495930671691895e-01,2.614451348781585693e-01
3.727710721540000161e-01,3.777979910373687744e-01,3.840507268905639648e-01,3.513421714305877686e-01,3.693711757659912109e-01,3.619195520877838135e-01
1.780533825800000025e-01,3.295814990997314453e-01,3.340108394622802734e-01,3.431211709976196289e-01,3.481394648551940918e-01,3.597511053085327148e-01
3.268933658570000178e-01,3.371643424034118652e-01,3.421959578990936279e-01,3.116275668144226074e-01,3.150982260704040527e-01,3.100332617759704590e-01
3.447490134990000010e-01,2.902751266956329346e-01,2.952995300292968750e-01,2.646085917949676514e-01,2.415620684623718262e-01,2.802608013153076172e-01
1.845199674009999902e-01,2.893305718898773193e-01,2.923055887222290039e-01,2.922830879688262939e-01,2.557995319366455078e-01,2.831459045410156250e-01
4.687334926380000155e-01,3.291299045085906982e-01,3.399305939674377441e-01,3.325814604759216309e-01,3.666605949401855469e-01,3.441446423530578613e-01
1.903969680860000124e-01,3.108044862747192383e-01,3.273116946220397949e-01,3.114070892333984375e-01,3.231203854084014893e-01,3.655233979225158691e-01
1.575640540179999993e-01,2.812589406967163086e-01,2.670783996582031250e-01,2.160788476467132568e-01,2.624862790107727051e-01,2.611451745033264160e-01
6.285845441350000791e-03,2.743415236473083496e-01,2.583035826683044434e-01,2.529865205287933350e-01,2.765966057777404785e-01,2.381820380687713623e-01
3.160414426339999694e-01,4.193400442600250244e-01,4.126262664794921875e-01,4.466679394245147705e-01,4.091650247573852539e-01,4.581655859947204590e-01
2.090416496939999924e-01,2.942579388618469238e-01,3.042515516281127930e-01,2.854363024234771729e-01,3.766715824604034424e-01,3.019665479660034180e-01
2.616133155359999796e-01,2.765026688575744629e-01,2.696141600608825684e-01,2.694669663906097412e-01,2.678648233413696289e-01,2.569098472595214844e-01
2.229807504390000084e-01,3.935533165931701660e-01,3.986841142177581787e-01,4.323260784149169922e-01,4.482795596122741699e-01,5.308209657669067383e-01
2.200917062040000094e-01,2.949410080909729004e-01,2.978851497173309326e-01,2.577444911003112793e-01,2.845429182052612305e-01,2.416055798530578613e-01
1.013241521629999919e+00,4.127454757690429688e-01,4.328464865684509277e-01,4.523469507694244385e-01,4.985871613025665283e-01,5.626448988914489746e-01
1.067420024880000040e-01,2.731959819793701172e-01,2.623199820518493652e-01,2.737708091735839844e-01,2.957914471626281738e-01,2.451050281524658203e-01
2.051580995329999879e-01,3.224856853485107422e-01,3.197371363639831543e-01,2.838808298110961914e-01,2.884396910667419434e-01,2.666681110858917236e-01
1.666613857080000149e-01,3.020887374877929688e-01,3.065681457519531250e-01,2.790973782539367676e-01,2.896178364753723145e-01,2.467140257358551025e-01
9.660189762509999722e-01,4.128419458866119385e-01,4.302160739898681641e-01,3.994759619235992432e-01,4.680367708206176758e-01,3.670631349086761475e-01
2.531212716549999797e-01,3.280270099639892578e-01,3.458471000194549561e-01,3.500894308090209961e-01,3.902020454406738281e-01,3.593451380729675293e-01
2.776706454399999746e-01,3.732700049877166748e-01,3.856769204139709473e-01,4.263608455657958984e-01,4.450961649417877197e-01,4.630884528160095215e-01
1.217098428009999872e-01,3.262044787406921387e-01,3.369034230709075928e-01,2.883291840553283691e-01,3.178352713584899902e-01,2.872859835624694824e-01
1.460853859550000078e-01,2.969742417335510254e-01,2.991665601730346680e-01,2.762586772441864014e-01,3.230767250061035156e-01,2.639967799186706543e-01
6.106784959469999663e-01,4.755644202232360840e-01,4.627781808376312256e-01,4.519145190715789795e-01,4.604296982288360596e-01,4.620226621627807617e-01
3.415093410169999788e-01,5.382494330406188965e-01,5.333083271980285645e-01,5.204807519912719727e-01,4.390558600425720215e-01,6.050297021865844727e-01
7.090632219710000239e-01,4.113244414329528809e-01,4.163769483566284180e-01,4.331345558166503906e-01,4.151537418365478516e-01,4.616139233112335205e-01
7.825384405850001057e-01,4.788787961006164551e-01,4.672542512416839600e-01,4.872667789459228516e-01,4.884479939937591553e-01,4.608727395534515381e-01
1.438432982139999927e-01,4.588855803012847900e-01,4.471828639507293701e-01,3.710408210754394531e-01,3.816140592098236084e-01,3.946968913078308105e-01
1.814800647230000175e-01,3.872734606266021729e-01,3.883537054061889648e-01,4.257068037986755371e-01,3.999250829219818115e-01,4.522597789764404297e-01
6.520402116519999902e-01,5.137602090835571289e-01,5.082893967628479004e-01,4.986110329627990723e-01,4.287371635437011719e-01,5.059614181518554688e-01
4.440505917570000127e-01,4.119969010353088379e-01,4.147744774818420410e-01,4.300401508808135986e-01,4.211147427558898926e-01,4.625809490680694580e-01
3.015057176619999613e-01,4.549715220928192139e-01,4.558032453060150146e-01,4.295548200607299805e-01,4.288505911827087402e-01,4.393475651741027832e-01
1.919141635240000088e-01,5.048532485961914062e-01,4.998539686203002930e-01,4.200783073902130127e-01,4.237141609191894531e-01,4.317973852157592773e-01
4.284661649559999841e-01,4.413532614707946777e-01,4.393122792243957520e-01,4.066974520683288574e-01,3.816837370395660400e-01,4.227488934993743896e-01
1.061620891560000057e+00,5.499897599220275879e-01,5.455584526062011719e-01,5.239772200584411621e-01,4.391011893749237061e-01,6.209553480148315430e-01
3.403972727080000205e-01,5.159092545509338379e-01,4.994505643844604492e-01,4.766782820224761963e-01,4.152765870094299316e-01,4.330587387084960938e-01
4.918820585710000359e-01,5.082367658615112305e-01,5.093423724174499512e-01,4.587333798408508301e-01,4.723885357379913330e-01,4.429867565631866455e-01
4.511282217170000108e-01,4.694840610027313232e-01,4.659300446510314941e-01,4.886592626571655273e-01,4.699750244617462158e-01,4.806909263134002686e-01
5.567985045180000592e-01,4.667566120624542236e-01,4.666464030742645264e-01,4.539024233818054199e-01,4.348139464855194092e-01,4.626378417015075684e-01
2.006480048400000049e-01,3.398461341857910156e-01,3.292202055454254150e-01,3.541129231452941895e-01,3.177165985107421875e-01,3.958907425403594971e-01
4.442806246630000566e-01,3.723057508468627930e-01,3.715155124664306641e-01,3.911378979682922363e-01,3.683660030364990234e-01,3.959285020828247070e-01
5.014322296519999611e-01,4.038809537887573242e-01,4.001140892505645752e-01,4.170030057430267334e-01,3.414292931556701660e-01,4.133285582065582275e-01
1.414728143119999837e-01,3.475425243377685547e-01,3.478144407272338867e-01,3.688662052154541016e-01,2.893766760826110840e-01,3.617178201675415039e-01
5.031182676450000057e-01,3.412803411483764648e-01,3.438203930854797363e-01,3.585854172706604004e-01,2.695221304893493652e-01,3.550376296043395996e-01
1.792798312029999785e-01,3.412803411483764648e-01,3.438203930854797363e-01,3.585854172706604004e-01,2.695221304893493652e-01,3.550376296043395996e-01
1.752893196720000102e-01,3.886570036411285400e-01,3.867322802543640137e-01,3.638700842857360840e-01,3.291698098182678223e-01,3.863453865051269531e-01
3.021358314290000235e-01,3.965682387351989746e-01,4.015543460845947266e-01,4.282304644584655762e-01,3.551943898200988770e-01,4.074850678443908691e-01
6.545085208169999502e-01,3.795435130596160889e-01,3.812977671623229980e-01,3.897232413291931152e-01,3.331954479217529297e-01,3.951353132724761963e-01
1.469706224339999978e-01,3.507685661315917969e-01,3.544212579727172852e-01,3.565219640731811523e-01,2.656108140945434570e-01,3.555890321731567383e-01
1.903748865650000122e-01,4.267084896564483643e-01,4.240109026432037354e-01,4.578113853931427002e-01,3.913614749908447266e-01,4.332118034362792969e-01
6.488739457109999886e-01,3.973434269428253174e-01,4.018275439739227295e-01,4.469475448131561279e-01,3.591940402984619141e-01,4.355504512786865234e-01
3.570173613029999915e-01,4.007119238376617432e-01,4.021553397178649902e-01,4.078391790390014648e-01,3.355677127838134766e-01,4.128946959972381592e-01
1.808951232719999969e-01,3.225575089454650879e-01,3.243933618068695068e-01,3.416348099708557129e-01,2.584519982337951660e-01,3.470486104488372803e-01
1.376287850359999843e-01,3.336312472820281982e-01,3.403564095497131348e-01,3.162631392478942871e-01,3.131384849548339844e-01,3.257857561111450195e-01
9.805337928819998772e-02,3.205111622810363770e-01,3.027513027191162109e-01,2.422685325145721436e-01,2.280383408069610596e-01,2.707234323024749756e-01
-7.109689950200000219e-02,2.964688539505004883e-01,2.763144671916961670e-01,2.711362838745117188e-01,2.277322411537170410e-01,2.517160177230834961e-01
1.001697636390000090e+00,4.504910111427307129e-01,4.456841051578521729e-01,4.489688873291015625e-01,3.631775677204132080e-01,4.547488689422607422e-01
2.064453139559999928e-01,2.953243553638458252e-01,3.004504442214965820e-01,2.701858878135681152e-01,3.111198246479034424e-01,2.800933122634887695e-01
3.693980719309999938e-01,3.020142018795013428e-01,2.852413654327392578e-01,2.813235521316528320e-01,2.283190786838531494e-01,2.709814906120300293e-01
2.389431494170000114e-01,4.121859669685363770e-01,4.090129435062408447e-01,4.235408008098602295e-01,4.044054746627807617e-01,5.177399516105651855e-01
6.358891386959999448e-01,4.329448342323303223e-01,4.481839537620544434e-01,4.294434189796447754e-01,4.578637182712554932e-01,5.534440279006958008e-01
1.128780564749999951e-02,2.966997623443603516e-01,2.794825732707977295e-01,2.699317336082458496e-01,2.245508432388305664e-01,2.532674670219421387e-01
2.434682165469999882e-01,2.932248115539550781e-01,2.805632948875427246e-01,2.817937135696411133e-01,2.395368814468383789e-01,2.552211880683898926e-01
3.182611556180000023e-01,3.417402207851409912e-01,3.326752781867980957e-01,2.991318106651306152e-01,2.524766027927398682e-01,2.805130183696746826e-01
1.987169441910000278e-01,3.159290850162506104e-01,3.136010766029357910e-01,2.900170683860778809e-01,2.449133992195129395e-01,2.590109407901763916e-01
1.601939848779999898e-01,4.161110520362854004e-01,4.134963750839233398e-01,3.868787586688995361e-01,3.851085305213928223e-01,3.469911515712738037e-01
1.791789918820000105e-01,3.320990800857543945e-01,3.448392152786254883e-01,3.356728851795196533e-01,3.231827914714813232e-01,3.420246243476867676e-01
1.877773742309999938e-01,3.958905637264251709e-01,3.998680710792541504e-01,4.208722710609436035e-01,4.000624716281890869e-01,4.444427490234375000e-01
3.636903090699999952e-01,2.877857089042663574e-01,2.968334555625915527e-01,2.586261034011840820e-01,2.929522395133972168e-01,2.855419516563415527e-01
4.081809853010000544e-01,3.267334699630737305e-01,3.316391110420227051e-01,2.709400653839111328e-01,2.947006821632385254e-01,2.749027907848358154e-01
2.340474276049999969e-01,4.161200821399688721e-01,4.243403673171997070e-01,4.093732833862304688e-01,4.013399481773376465e-01,4.341517686843872070e-01
-1.024914001570000066e-02,3.446100950241088867e-01,3.551758527755737305e-01,3.407293558120727539e-01,3.383797407150268555e-01,4.308677017688751221e-01
1.157891311580000027e+00,5.122774243354797363e-01,5.219805240631103516e-01,4.291351139545440674e-01,4.048340916633605957e-01,5.221660137176513672e-01
1.184577569560000043e+00,4.926677048206329346e-01,4.983791112899780273e-01,4.623873531818389893e-01,4.000434577465057373e-01,5.069847702980041504e-01
4.854515879020000479e-01,5.319012403488159180e-01,5.246855616569519043e-01,5.385042428970336914e-01,4.609229862689971924e-01,5.244853496551513672e-01
1.735171634959999931e-01,4.304170310497283936e-01,4.503282904624938965e-01,3.742516040802001953e-01,4.329084157943725586e-01,4.305871129035949707e-01
4.618677478050000063e-01,4.722187817096710205e-01,4.730238020420074463e-01,4.559082984924316406e-01,3.734742999076843262e-01,4.935498237609863281e-01
7.306575412619999987e-01,5.227538347244262695e-01,5.306923985481262207e-01,5.189170837402343750e-01,5.334355831146240234e-01,6.206148862838745117e-01
2.872512155959999758e-01,4.584109783172607422e-01,4.596537947654724121e-01,4.376523494720458984e-01,3.777636885643005371e-01,4.662213921546936035e-01
9.945453878190000374e-01,4.741032421588897705e-01,4.779181480407714844e-01,4.656721949577331543e-01,3.823618888854980469e-01,4.795006513595581055e-01
1.519171438480000080e-01,4.475053548812866211e-01,4.611408412456512451e-01,4.539218246936798096e-01,3.863472342491149902e-01,4.643265008926391602e-01
4.498865799629999662e-01,4.996448159217834473e-01,5.023810267448425293e-01,4.835329949855804443e-01,4.951130151748657227e-01,4.634364843368530273e-01
6.170628835110000265e-01,4.160727858543395996e-01,4.294772148132324219e-01,4.290730357170104980e-01,4.180647730827331543e-01,4.528914093971252441e-01
7.726867333349999312e-01,4.938118159770965576e-01,4.936114549636840820e-01,5.119946599006652832e-01,5.036245584487915039e-01,5.234007835388183594e-01
-1.787866311709999934e-02,3.436168432235717773e-01,3.644733428955078125e-01,3.498122692108154297e-01,3.704360723495483398e-01,4.032082855701446533e-01
2.526039713150000088e-01,4.184060692787170410e-01,4.160988926887512207e-01,4.073419570922851562e-01,3.915629088878631592e-01,4.330405592918395996e-01
6.435972842589999798e-01,5.276364088058471680e-01,5.285854935646057129e-01,5.969605445861816406e-01,5.878615975379943848e-01,6.156434416770935059e-01
6.835574564820000587e-01,4.827007055282592773e-01,4.825242161750793457e-01,5.166210532188415527e-01,4.983320534229278564e-01,5.639685392379760742e-01
2.684361020939999842e-01,4.923482537269592285e-01,5.008330345153808594e-01,4.725489616394042969e-01,5.204412341117858887e-01,5.152283906936645508e-01
7.593970704139999528e-01,4.851629436016082764e-01,4.806729257106781006e-01,5.258432030677795410e-01,4.963317811489105225e-01,5.482428669929504395e-01
6.923569426510000069e-01,5.192676186561584473e-01,5.242941975593566895e-01,5.711144804954528809e-01,5.596014261245727539e-01,5.582699179649353027e-01
2.921459992459999877e-01,4.414280951023101807e-01,4.418389797210693359e-01,5.107650756835937500e-01,4.628629982471466064e-01,5.251508951187133789e-01
6.641519277970000523e-01,5.145051479339599609e-01,4.983125030994415283e-01,5.308827161788940430e-01,5.087216496467590332e-01,5.451331138610839844e-01
2.687441259819999817e-01,4.624824523925781250e-01,4.707254171371459961e-01,4.986763596534729004e-01,4.947132170200347900e-01,5.430033206939697266e-01
2.994928543379999919e-01,4.571998119354248047e-01,4.550096988677978516e-01,4.841223955154418945e-01,4.909321069717407227e-01,5.419348478317260742e-01
6.754921744079999124e-01,4.860341548919677734e-01,5.026080012321472168e-01,4.937001764774322510e-01,5.074463486671447754e-01,5.230048894882202148e-01
1.060439878679999781e+00,4.865447282791137695e-01,4.938754737377166748e-01,4.755997359752655029e-01,5.005668997764587402e-01,5.360066890716552734e-01
7.934939566209999739e-01,5.133935213088989258e-01,5.181326270103454590e-01,6.176434159278869629e-01,5.920230150222778320e-01,6.263277530670166016e-01
7.595513708550000187e-01,5.186697244644165039e-01,5.039891004562377930e-01,5.318581461906433105e-01,4.982871711254119873e-01,5.372177362442016602e-01
8.373668589129998896e-01,4.695702195167541504e-01,4.756128191947937012e-01,4.931346774101257324e-01,4.029857814311981201e-01,5.478096604347229004e-01
2.829214228390000141e-01,4.727834463119506836e-01,4.772138595581054688e-01,4.879385828971862793e-01,4.597048461437225342e-01,5.214098691940307617e-01
6.096640152100000210e-01,5.763589739799499512e-01,5.671833157539367676e-01,5.572649836540222168e-01,5.150395631790161133e-01,4.944838285446166992e-01
5.642537757729999548e-01,4.801430404186248779e-01,4.757282435894012451e-01,4.797628521919250488e-01,4.437619745731353760e-01,4.761029183864593506e-01
8.565208793410000743e-01,4.563171267509460449e-01,4.532707035541534424e-01,4.853210747241973877e-01,4.701902866363525391e-01,4.699299633502960205e-01
1.386844926970000058e-01,4.563171267509460449e-01,4.532707035541534424e-01,4.853210747241973877e-01,4.701902866363525391e-01,4.699299633502960205e-01
3.035909098960000163e-01,4.929142892360687256e-01,4.883573651313781738e-01,4.947982430458068848e-01,4.445781111717224121e-01,4.783195257186889648e-01
