# observed_effect,predicted_effect
3.677392581239999902e-01,2.515553236007690430e-01
1.502921588920000107e-01,2.347144186496734619e-01
9.634416558949999709e-01,8.438022732734680176e-01
7.607962151939999806e-01,7.821800112724304199e-01
6.379463567410000036e-02,1.513900756835937500e-01
7.829949513770000091e-02,1.752903759479522705e-01
8.455298881770000330e-01,8.515388965606689453e-01
5.337277098800000674e-01,5.175887346267700195e-01
5.000435163920000647e-01,4.942125380039215088e-01
9.919291880020000285e-01,9.604027867317199707e-01
7.945917844039998568e-02,1.857059895992279053e-01
9.511784047910000206e-01,9.896382093429565430e-01
2.849710522930000156e-01,1.752903759479522705e-01
9.417491277009999440e-01,5.130189657211303711e-01
5.197333200559999256e-01,4.057966172695159912e-01
1.909893767560000011e-01,1.397892534732818604e-01
6.803088663290000060e-01,5.096079707145690918e-01
7.512663888400000767e-01,6.223849058151245117e-01
9.719701295919999096e-01,9.385243058204650879e-01
2.703011852499999645e-01,5.246396064758300781e-01
4.342809393750000080e-01,5.621499419212341309e-01
5.794579488909999965e-01,5.657424330711364746e-01
1.433441508370000006e-01,1.063796877861022949e-02
2.505953477460000078e-01,3.219164311885833740e-01
-8.739391382130000385e-02,5.484589934349060059e-02
5.307777666820000517e-01,7.626988887786865234e-01
8.516047623890000695e-01,8.121525049209594727e-01
1.013654110070000003e-01,3.559190034866333008e-02
1.013860749290000085e-01,6.693810224533081055e-03
-1.238073777459999976e-02,9.264728426933288574e-02
2.343660418590000349e-02,-8.426016569137573242e-02
1.851012543530000110e-01,3.274219930171966553e-01
5.186609976410000433e-01,5.096678137779235840e-01
9.116796590180000770e-01,7.401409745216369629e-01
9.183673246549999003e-02,1.148300766944885254e-01
8.203072967960001183e-02,1.637815535068511963e-01
9.447594677429999033e-01,7.887225747108459473e-01
6.597988870180000465e-01,5.431227684020996094e-01
-2.837638698149999930e-02,9.634837508201599121e-02
1.693047949290000034e-02,7.144829630851745605e-02
4.093432905300000146e-01,4.083190560340881348e-01
7.333976325560000176e-02,1.902282238006591797e-02
8.978864477330000815e-02,3.630915284156799316e-02
4.864168361159999510e-01,5.493953227996826172e-01
2.424756165300000210e-01,1.662499308586120605e-01
6.770263848929999884e-02,2.389247119426727295e-01
9.811514295010000941e-01,9.175869226455688477e-01
6.406687444479999272e-01,5.854248404502868652e-01
2.640842320479999672e-01,2.785419225692749023e-01
4.569514986320000194e-02,2.333540022373199463e-01
4.262481458190000017e-01,4.317545294761657715e-01
4.656835692699999862e-01,4.342817366123199463e-01
4.307408770600000270e-01,5.967811942100524902e-01
-1.049391467750000057e-02,1.906540989875793457e-02
-1.468444768970000175e-02,1.361030638217926025e-01
9.732585816089999176e-01,8.669308423995971680e-01
5.159080696269999766e-01,5.587022304534912109e-01
4.037871087740000364e-01,4.985055923461914062e-01
4.563431085000000387e-01,3.730812072753906250e-01
9.928443608149999378e-01,9.485409259796142578e-01
6.040863832889999951e-01,7.692756652832031250e-01
6.436833551339999904e-01,8.435057401657104492e-01
9.684616787919999581e-01,8.184381723403930664e-01
6.293981747229999701e-01,8.771419525146484375e-01
9.692837361380000072e-01,7.425491213798522949e-01
8.456861697149999912e-01,8.890307545661926270e-01
9.519296332029999474e-01,8.061105012893676758e-01
9.671439183140000395e-01,8.845990896224975586e-01
9.842511387419999869e-01,9.263132214546203613e-01
9.517001621520000398e-01,7.692756652832031250e-01
2.075615556239999715e-01,4.958541691303253174e-01
9.666587008979999895e-01,8.435057401657104492e-01
8.638308112479999856e-01,7.696417570114135742e-01
9.504777931190000473e-01,1.041997432708740234e+00
9.112975597920000004e-01,9.134073257446289062e-01
9.689828314419999256e-01,9.349464178085327148e-01
4.772480187690000264e-01,5.053323507308959961e-01
4.747116795920000021e-01,4.947689473628997803e-01
4.664076482729999640e-01,3.629265427589416504e-01
1.273587844360000165e-01,8.341485261917114258e-02
1.547988330870000151e-01,1.666580736637115479e-01
3.137425149879999875e-01,3.326310515403747559e-01
5.166937306279999545e-03,1.257851123809814453e-01
2.024817503720000023e-01,1.273347437381744385e-01
9.831756571640000164e-01,9.136829376220703125e-01
1.876869994060000046e-01,1.569995582103729248e-01
8.773708200429999327e-01,7.394604086875915527e-01
8.042023245209999338e-01,7.404924035072326660e-01
1.378533160440000016e-01,1.109035313129425049e-01
1.243327457389999807e-02,7.231265306472778320e-02
2.084824965529999963e-01,1.997504830360412598e-01
3.073529376199999816e-02,2.003630995750427246e-02
1.414510161070000049e-01,2.063052356243133545e-01
6.351833330230000074e-01,5.043459534645080566e-01
5.663274715009999211e-02,5.291432142257690430e-02
5.479833291720000166e-02,1.487633287906646729e-01
3.140462367069999927e-01,3.181929886341094971e-01
2.869901759799999841e-01,3.548449277877807617e-01
4.350846116769999106e-02,5.486544966697692871e-02
2.258813457029999749e-02,1.263728737831115723e-01
4.096869263469999911e-01,4.227032363414764404e-01
7.533702867150000870e-02,5.499172210693359375e-02
2.655108966059999687e-01,1.923237442970275879e-01
3.715305911599999789e-01,8.537740707397460938e-01
1.665202061930000088e-01,1.312119662761688232e-01
9.411656113369999410e-01,8.832600116729736328e-01
1.689895239779999891e-01,1.263728737831115723e-01
1.936012680979999970e-02,1.578852534294128418e-02
2.751443444960000040e-01,1.820473968982696533e-01
1.180891236519999998e-01,8.346214890480041504e-02
2.012908369099999928e-01,1.693728566169738770e-01
3.039518221949999988e-01,2.954131960868835449e-01
4.347051746360000024e-01,6.648774147033691406e-01
2.508224570190000224e-01,1.488412618637084961e-01
5.491243281919999664e-02,1.928911507129669189e-01
9.858036116490001000e-01,9.564222097396850586e-01
6.708004057509999729e-01,8.869036436080932617e-01
9.164881000030000724e-01,9.753973484039306641e-01
1.014104340999999909e+00,9.753973484039306641e-01
9.762626655199999615e-01,9.007014036178588867e-01
9.645713952969999783e-01,9.497643709182739258e-01
9.937797534020000878e-01,9.916051626205444336e-01
9.056135760950000391e-01,9.380652904510498047e-01
9.630650731270000708e-01,9.648070931434631348e-01
9.778385902089999915e-01,9.257957339286804199e-01
9.626218600390000768e-01,9.247564673423767090e-01
9.947825662960000370e-01,9.829285144805908203e-01
2.792219314970000310e-01,3.918316960334777832e-01
9.961004060809999228e-01,9.753973484039306641e-01
9.850626969249999254e-01,9.530942440032958984e-01
9.761819634239999877e-01,9.673935174942016602e-01
9.580781782819999259e-01,9.253430366516113281e-01
9.869779762120000077e-01,9.560176134109497070e-01
9.954068561669999760e-01,9.197169542312622070e-01
9.253667894609999278e-01,7.358992099761962891e-01
4.845556307280000086e-01,5.954969525337219238e-01
4.976362851839999935e-01,5.152830481529235840e-01
5.328705159570000793e-01,6.847786903381347656e-01
5.184939077079999681e-01,5.816246867179870605e-01
8.845211948960000070e-01,8.338268399238586426e-01
5.460216909730000179e-01,6.323627233505249023e-01
9.672786281559999644e-01,8.372594118118286133e-01
9.281075211669999048e-01,7.086548209190368652e-01
4.295288202089999480e-02,1.598588228225708008e-01
9.169051062190001211e-01,7.558774948120117188e-01
7.602659301279999227e-01,7.024902105331420898e-01
4.379363434929999799e-01,6.835578083992004395e-01
4.735539556220000335e-01,6.334754824638366699e-01
5.360244740280000197e-01,5.753093957901000977e-01
9.475170094769999052e-01,7.622896432876586914e-01
9.336523416799999975e-01,6.750178933143615723e-01
4.149873100440000240e-01,4.171527028083801270e-01
4.014988559070000185e-01,4.851892590522766113e-01
4.816823936020000474e-01,5.492736697196960449e-01
4.373208229459999985e-01,5.053873658180236816e-01
8.257560622470000444e-01,5.035617351531982422e-01
9.624102624560000319e-01,8.610625863075256348e-01
5.092333966069999551e-01,4.688254296779632568e-01
4.160978949379999792e-01,6.592289209365844727e-01
5.556031007799999699e-01,7.440550327301025391e-01
3.690973641699999419e-01,4.171527028083801270e-01
7.422846877280001032e-02,1.118427217006683350e-01
5.310019681590000262e-01,4.851892590522766113e-01
5.108882142010000571e-01,4.094428718090057373e-01
7.822403898710000858e-01,6.278245449066162109e-01
8.423532500920000166e-01,7.980970144271850586e-01
5.212790664840000199e-01,5.278307795524597168e-01
5.744965952110000496e-01,5.925899147987365723e-01
4.637814585750000274e-01,3.558476567268371582e-01
1.577387388289999970e-01,2.131046056747436523e-01
9.536380274119999889e-01,6.364599466323852539e-01
1.529914913360000128e-01,2.023727893829345703e-01
4.105889671440000055e-01,3.677201271057128906e-01
2.865228675970000194e-01,3.800895214080810547e-01
3.639730944590000017e-01,3.095721304416656494e-01
3.093870818539999901e-01,2.943995296955108643e-01
1.435981343780000086e-01,2.395554184913635254e-01
4.648295516539999728e-01,2.557789087295532227e-01
3.633011506520000267e-01,4.864262938499450684e-01
7.929873529660000364e-02,2.254962921142578125e-02
8.886728687459999332e-01,4.208262860774993896e-01
3.354078808489999730e-01,2.199018895626068115e-01
4.755403968339999565e-01,4.841577112674713135e-01
4.481427843630000352e-01,3.557181954383850098e-01
3.782780705420000222e-01,3.276004493236541748e-01
6.315010407920000624e-02,1.058748066425323486e-01
9.612325856400000257e-02,1.396111845970153809e-01
8.483822031690000376e-01,8.997952938079833984e-01
9.813690559919999723e-01,9.955041408538818359e-01
9.831163772509999843e-01,9.911307096481323242e-01
9.755774992470001017e-01,9.647207260131835938e-01
9.828554088179999315e-01,9.938375949859619141e-01
9.790178201500000510e-01,9.415024518966674805e-01
9.915433499669999984e-01,9.871475696563720703e-01
9.846845591720000401e-01,9.501448869705200195e-01
9.945854174850000673e-01,9.955041408538818359e-01
2.586183708529999903e-01,3.844017684459686279e-01
9.892800613969999768e-01,9.911307096481323242e-01
9.883050414569999331e-01,9.867932796478271484e-01
9.870134172159999997e-01,9.823055267333984375e-01
9.786641159799999157e-01,9.727285504341125488e-01
9.768366265629999656e-01,9.543322324752807617e-01
9.369192831059999227e-01,8.983756303787231445e-01
9.419697642709999874e-01,8.535071611404418945e-01
5.525519538459999769e-01,5.365619659423828125e-01
9.503014283650000893e-01,9.153836965560913086e-01
9.559643460160001105e-01,8.525019884109497070e-01
9.672593485400000635e-01,8.538362979888916016e-01
5.129600091549999519e-01,5.012168288230895996e-01
8.526924028239999398e-01,5.189908742904663086e-01
9.595863060359999253e-01,9.749593138694763184e-01
9.016991089870000919e-02,4.369814097881317139e-01
9.753314716680000496e-01,8.525019884109497070e-01
9.516954711049999682e-01,8.320697546005249023e-01
9.324815686549999816e-01,8.542642593383789062e-01
5.895151237519999921e-01,6.742843985557556152e-01
5.097659654020000319e-01,5.655795931816101074e-01
4.929689193639999467e-01,5.189518928527832031e-01
7.393314759469998831e-01,5.547878742218017578e-01
9.735010557919999696e-01,9.723095893859863281e-01
8.843492890849999899e-01,8.597542047500610352e-01
9.861618033110000070e-01,9.556686878204345703e-01
9.719507828100000246e-01,9.613254666328430176e-01
1.020065354520000023e+00,9.284272193908691406e-01
9.678207785179999689e-01,9.722935557365417480e-01
9.786640695039999782e-01,9.904634952545166016e-01
9.710590974809999443e-01,9.517216682434082031e-01
9.802495134590000214e-01,9.653629064559936523e-01
9.740867060810000089e-01,9.672242999076843262e-01
9.783481353460000696e-01,9.662394523620605469e-01
9.877030662540000616e-01,9.556686878204345703e-01
5.629404285729999735e-01,6.790921092033386230e-01
9.853908135459999995e-01,9.673427343368530273e-01
9.881701576209999116e-01,9.865524172782897949e-01
1.003378057489999975e+00,9.899220466613769531e-01
9.824385514700001432e-01,9.642409086227416992e-01
9.947508029510000460e-01,9.402846097946166992e-01
6.747993181060000234e-01,6.851078867912292480e-01
3.997873867090000477e-01,6.243748664855957031e-01
9.809090305580000502e-01,6.200786828994750977e-01
8.932518987390000165e-01,7.720068097114562988e-01
4.707203981429999851e-01,6.592149138450622559e-01
4.147471659899999996e-01,4.642096459865570068e-01
9.762947221960001087e-01,8.141378164291381836e-01
8.634669068299999362e-02,4.068473875522613525e-01
9.905551776739999204e-01,7.888355255126953125e-01
9.734188995060000238e-01,7.522886991500854492e-01
4.773870975649999737e-01,4.086111783981323242e-01
2.207340795010000190e-01,3.268576860427856445e-01
6.220257013290000359e-01,6.200786828994750977e-01
2.624052365669999887e-01,3.361495435237884521e-01
5.221478401539999536e-01,5.855028033256530762e-01
7.264524998810000245e-01,6.629058122634887695e-01
9.456853851610000916e-01,7.751392126083374023e-01
5.047269251539999724e-01,5.253365039825439453e-01
4.818691875590000451e-01,5.077058076858520508e-01
9.830866393000000647e-01,9.837871193885803223e-01
8.990394045270000412e-01,8.468614816665649414e-01
1.006827241800000161e+00,9.628804326057434082e-01
9.922027100939999622e-01,1.012724757194519043e+00
9.651411138770000786e-01,8.599117994308471680e-01
9.579942687209999086e-01,9.637953639030456543e-01
9.879746316519999461e-01,1.015049934387207031e+00
9.594219138359999510e-01,9.528660774230957031e-01
1.012209432879999982e+00,9.667890071868896484e-01
9.817287085510000288e-01,9.898216724395751953e-01
9.786329805220000955e-01,1.000773310661315918e+00
9.915537564229999212e-01,9.628804326057434082e-01
3.916239020199999699e-01,5.856595039367675781e-01
9.881479547689999698e-01,9.677202701568603516e-01
9.903928538139999960e-01,9.868053197860717773e-01
9.902054005810000392e-01,9.826247692108154297e-01
9.768646038560000466e-01,9.866465330123901367e-01
9.991337604970000896e-01,9.681607484817504883e-01
1.010094322579999870e+00,9.040222167968750000e-01
5.172880044150000023e-01,4.943139553070068359e-01
3.365299372199999639e-01,4.775487482547760010e-01
3.083545434719999756e-01,3.281080424785614014e-01
3.315929499870000075e-01,3.862646818161010742e-01
6.560135186550000164e-01,5.488446950912475586e-01
4.470036149490000388e-01,3.733501434326171875e-01
5.178548516520000700e-01,5.131262540817260742e-01
8.932317053339999813e-01,8.235191106796264648e-01
3.985213624960000089e-01,3.934688270092010498e-01
9.622119214280000499e-01,8.222354650497436523e-01
4.282987649239999861e-01,4.435525238513946533e-01
5.373320025810000011e-01,4.124183058738708496e-01
4.260463852530000373e-01,4.803989529609680176e-01
3.661224041210000002e-01,3.799855709075927734e-01
4.675340728750000396e-01,4.383336007595062256e-01
4.575522153600000697e-01,4.988848865032196045e-01
5.143941517919999873e-01,6.234581470489501953e-01
4.510524637100000733e-01,4.749588072299957275e-01
5.424752707190000356e-01,4.869998693466186523e-01
9.795322168359998916e-01,9.866964817047119141e-01
6.837344076479999755e-01,8.407113552093505859e-01
9.814416915379999828e-01,9.802473783493041992e-01
9.957713382960000637e-01,9.876582622528076172e-01
9.427562871379999709e-01,8.765623569488525391e-01
9.719599723080000198e-01,9.961779117584228516e-01
9.416128486450000556e-01,8.755074143409729004e-01
9.497158260410000219e-01,9.760935902595520020e-01
9.437215300759999037e-01,8.964505195617675781e-01
9.709194891979999742e-01,9.058977365493774414e-01
9.884496185379999522e-01,9.806655049324035645e-01
7.727162002799999874e-01,7.038234472274780273e-01
1.005525232549999926e+00,9.876582622528076172e-01
9.383534636689999653e-01,9.731231927871704102e-01
9.767063597319999291e-01,9.963194131851196289e-01
9.731816808830000554e-01,9.967334866523742676e-01
9.354291761679999206e-01,9.412578344345092773e-01
9.695993068060000386e-01,1.002204179763793945e+00
9.631089259379999046e-01,9.061375856399536133e-01
5.678052590500000107e-01,6.201393604278564453e-01
5.645193985059999697e-01,4.008766412734985352e-01
4.756504558019999940e-01,4.685465097427368164e-01
4.173294833690000538e-01,6.477376222610473633e-01
3.107306114419999821e-01,3.891185224056243896e-01
4.183411278270000033e-01,4.718711376190185547e-01
9.555039732389999374e-01,7.600791454315185547e-01
4.378218882970000281e-01,4.720041155815124512e-01
9.448273957260000522e-01,8.060425519943237305e-01
4.609165525969999844e-01,5.224709510803222656e-01
5.308871370109999877e-01,6.444764733314514160e-01
8.256482394269999414e-01,6.477376222610473633e-01
1.937804043210000216e-01,1.974982917308807373e-01
5.635250396569999598e-01,6.864948272705078125e-01
5.679407355179999506e-01,5.987706780433654785e-01
7.992585491820000110e-01,6.103867888450622559e-01
3.935049972129999740e-01,4.802606999874114990e-01
3.030989349400000088e-01,3.982407450675964355e-01
2.870335603920000089e-01,4.196111559867858887e-01
7.936787492939999522e-01,8.761987686157226562e-01
5.356322156750000785e-01,7.242223620414733887e-01
5.060560522320000088e-01,7.136037349700927734e-01
8.015736576840000183e-01,8.557454347610473633e-01
8.901381834309999297e-01,7.486144304275512695e-01
4.566725447789999892e-01,7.478662133216857910e-01
9.512775907909999384e-01,9.586355686187744141e-01
9.717820679790000193e-01,8.827528953552246094e-01
