# observed_effect,predicted_effect
5.665355964549999568e-01,6.648870110511779785e-01
4.745153790619999756e-01,5.993509292602539062e-01
2.877772410119999735e-01,2.728636860847473145e-01
9.599137825519999945e-01,7.963409423828125000e-01
2.260956266989999908e-01,1.592390835285186768e-01
9.988439168520000244e-01,1.020748853683471680e+00
3.607839131220000328e-01,2.529844939708709717e-01
9.464108171739999964e-01,8.025839924812316895e-01
9.352341560330000858e-01,9.157087206840515137e-01
2.781314676539999864e-01,3.567538261413574219e-01
5.421581041309999627e-01,6.013155579566955566e-01
4.414038986699999612e-01,2.846894264221191406e-01
9.699080688940000528e-01,7.571601867675781250e-01
9.628926700309998754e-01,7.012974023818969727e-01
5.158638344769999468e-02,1.308603882789611816e-01
9.427407077449999617e-01,4.985308349132537842e-01
2.782014438400000067e-01,3.831500411033630371e-01
8.803097047209999804e-02,1.764092445373535156e-01
2.678457283179999648e-01,1.765402257442474365e-01
3.721517519990000245e-01,5.187121033668518066e-02
8.477235653399999293e-01,9.123083949089050293e-01
9.622119214280000499e-01,8.222354650497436523e-01
1.476051357239999973e-01,1.759779453277587891e-01
7.973054417870000243e-01,6.634039878845214844e-01
5.678052590500000107e-01,6.201393604278564453e-01
6.523069648260000353e-01,7.712421417236328125e-01
3.862912651820000209e-01,3.143304586410522461e-01
9.411634697679999162e-01,8.839469552040100098e-01
4.054238346560000150e-01,3.233376741409301758e-01
8.862139392749999178e-01,6.131082773208618164e-01
1.603319977840000077e-01,4.132009148597717285e-01
9.733712687479999515e-01,9.745228886604309082e-01
6.632628599890000309e-02,2.279257476329803467e-01
7.048541653280000485e-01,5.476945042610168457e-01
9.732467998100000628e-01,9.127602577209472656e-01
5.238527253870000067e-01,4.076670706272125244e-01
5.852414225090000199e-01,6.846090555191040039e-01
9.999787611200000592e-01,9.964797496795654297e-01
5.386412752149999372e-01,4.229273498058319092e-01
6.803088663290000060e-01,5.096079707145690918e-01
3.765838977440000290e-01,2.962620854377746582e-01
5.420878737229999356e-01,3.179156780242919922e-01
1.058767471159999946e-01,9.817939996719360352e-02
2.138398326289999984e-01,3.717268109321594238e-01
9.231732419789999700e-01,8.680682182312011719e-01
7.617471885549999266e-02,1.815773844718933105e-01
8.747507523129999241e-01,7.931159734725952148e-01
2.503127914869999748e-01,2.134390473365783691e-01
9.819906993350000501e-01,9.939804673194885254e-01
2.340639979940000170e-01,7.336369156837463379e-02
9.011968504080000164e-01,6.331924200057983398e-01
2.197264236990000008e-01,3.634213507175445557e-01
8.932993249289999937e-01,9.222720861434936523e-01
9.833604930010000356e-01,8.956785202026367188e-01
5.890964474809999851e-01,7.933989763259887695e-01
9.842295873840000153e-01,9.856405854225158691e-01
6.505536594009999618e-01,5.743436813354492188e-01
9.445828988969999784e-01,9.379373788833618164e-01
5.836530755780000579e-01,6.479394435882568359e-01
9.674687540719999479e-01,9.486539959907531738e-01
9.393789743050000585e-01,9.797850847244262695e-01
8.996890546639999542e-01,9.612241983413696289e-01
2.144770410759999912e-01,2.379812002182006836e-01
5.361405604760000054e-01,7.016676664352416992e-01
9.629716775900000469e-02,8.252379298210144043e-02
9.817589137039999247e-01,1.040184497833251953e+00
9.405639062100000780e-01,7.477015256881713867e-01
7.705115420470000191e-03,1.563138365745544434e-01
9.583412091920000542e-01,8.970421552658081055e-01
4.622946732360000421e-01,4.676311314105987549e-01
8.516047623890000695e-01,8.121525049209594727e-01
9.595162585709999803e-01,9.520049095153808594e-01
1.264952694569999869e-01,3.974425792694091797e-02
9.831163772509999843e-01,9.911307096481323242e-01
2.450442675390000075e-02,-5.144125223159790039e-02
6.000844480839999662e-01,7.000111937522888184e-01
9.317320279780000325e-01,9.594696760177612305e-01
9.141365921190000021e-01,9.655596017837524414e-01
9.947508029510000460e-01,9.402846097946166992e-01
5.637431657820000108e-01,5.594512224197387695e-01
9.640398643080000385e-02,3.860935270786285400e-01
9.907752703459999921e-01,9.584046602249145508e-01
5.197717196140000384e-01,4.556787312030792236e-01
1.024481218260000048e+00,1.033244132995605469e+00
2.168020300310000148e-01,1.443683803081512451e-01
5.539128834850000072e-01,4.300996959209442139e-01
5.801057759300000116e-01,5.897896289825439453e-01
8.081829414849999171e-01,7.797039747238159180e-01
7.966289541429999455e-01,7.938706874847412109e-01
9.977181802889999451e-01,9.777935743331909180e-01
9.640106776860000171e-01,8.672394752502441406e-01
4.791003809269999691e-01,4.944162666797637939e-01
8.779636703210000892e-01,8.817685842514038086e-01
9.701880109029998867e-01,7.295693755149841309e-01
6.229498431539999270e-01,7.088250517845153809e-01
4.859605455900000565e-02,2.843350768089294434e-01
9.495761199100000161e-01,8.244532346725463867e-01
7.836707121660000386e-01,8.998374938964843750e-01
8.956757635269999573e-01,8.692367076873779297e-01
5.743722731759999256e-01,7.802425622940063477e-01
9.526470020110000547e-01,9.585978984832763672e-01
9.763390562060000333e-01,9.253795146942138672e-01
9.717720022499999333e-01,9.014292955398559570e-01
3.812105844049999970e-01,4.613992273807525635e-01
1.013732187769999932e-01,4.765853285789489746e-02
8.526924028239999398e-01,5.189908742904663086e-01
4.338917948139999758e-01,5.019056797027587891e-01
5.310019681590000262e-01,4.851892590522766113e-01
9.456853851610000916e-01,7.751392126083374023e-01
9.638781814139999460e-01,6.941130161285400391e-01
9.926259756180000338e-01,9.843415617942810059e-01
1.486894037869999907e-01,2.741587162017822266e-01
7.343843688650000257e-01,9.465558528900146484e-01
1.630338482870000161e-01,3.301879763603210449e-02
9.672786281559999644e-01,8.372594118118286133e-01
9.829698881720000392e-01,9.270455837249755859e-01
1.090126300329999909e+00,9.439519643783569336e-01
6.007549630120000428e-01,7.621784210205078125e-01
4.449801906100000481e-01,2.920477390289306641e-01
8.042023245209999338e-01,7.404924035072326660e-01
6.212943088790000568e-01,6.372164487838745117e-01
9.879040956659999040e-01,8.932497501373291016e-01
9.778385902089999915e-01,9.257957339286804199e-01
3.715305911599999789e-01,8.537740707397460938e-01
7.902024944909999959e-01,7.392677068710327148e-01
1.487057864419999952e-02,2.094307243824005127e-01
9.869838966039999884e-01,1.027113914489746094e+00
4.452719408030000325e-01,1.852540969848632812e-01
9.822297615930000170e-01,1.007256031036376953e+00
9.890573225490000009e-02,9.338340163230895996e-02
1.485047288509999952e-01,1.407273411750793457e-01
1.403743101269999960e-01,3.127607107162475586e-01
3.852970414949999922e-01,4.320694506168365479e-01
9.097836617239998813e-02,-2.530664205551147461e-02
8.755801688609999855e-01,5.583383440971374512e-01
9.662854432439998975e-01,7.874612808227539062e-01
8.846594517489999587e-01,8.998739719390869141e-01
4.347051746360000024e-01,6.648774147033691406e-01
9.633601079899999364e-01,9.451549053192138672e-01
9.586482660609999540e-01,9.571809768676757812e-01
4.203523075400000253e-01,3.509997427463531494e-01
9.585190438519999301e-01,9.529440999031066895e-01
1.001300380279999958e-01,5.104914307594299316e-01
7.353347900390000413e-01,8.993340134620666504e-01
1.625229563249999953e-01,4.179440438747406006e-01
9.762419575620000511e-01,8.171796798706054688e-01
9.677912517360000022e-01,7.285809516906738281e-01
9.058701407489999635e-01,9.194979071617126465e-01
9.826091100110000420e-01,1.027603268623352051e+00
3.400589535880000347e-01,6.132514476776123047e-01
9.634829602709999996e-01,6.522755622863769531e-01
9.858634909329999640e-01,9.104170799255371094e-01
9.734645777929999966e-01,9.443167448043823242e-01
1.693047949290000034e-02,7.144829630851745605e-02
4.973728005640000172e-01,5.721754431724548340e-01
9.864790197980000119e-01,9.263788461685180664e-01
1.433906581110000189e-01,2.593157291412353516e-01
4.306833326789999972e-01,4.434635937213897705e-01
1.258893623569999898e-01,1.582366824150085449e-01
4.382927012830000191e-01,4.955823719501495361e-01
2.291669643519999855e-01,3.155186772346496582e-01
1.552979101259999994e-01,4.483405947685241699e-01
5.784640016969999632e-01,5.164269208908081055e-01
3.830592999849999902e-01,2.022869586944580078e-01
9.489563454489999828e-01,9.056506156921386719e-01
1.037462556799999991e+00,9.990422725677490234e-01
9.879746316519999461e-01,1.015049934387207031e+00
7.291655789800000065e-02,1.602491736412048340e-01
5.085668028159999743e-01,3.991142213344573975e-01
9.041309349420000308e-01,9.250714778900146484e-01
9.710590974809999443e-01,9.517216682434082031e-01
3.357179666929999695e-01,3.512885272502899170e-01
7.186156998480000002e-01,5.702470541000366211e-01
9.769744924979999467e-01,9.530899524688720703e-01
4.751800536259999652e-01,5.865665078163146973e-01
4.324328824729999909e-01,7.523064613342285156e-01
6.183416109569999514e-02,2.227817475795745850e-01
9.870134172159999997e-01,9.823055267333984375e-01
9.869441514179999597e-01,9.290943741798400879e-01
4.235263476450000231e-01,5.953817367553710938e-01
9.753036834110000441e-01,9.251254796981811523e-01
8.775387584539999508e-02,2.774906456470489502e-01
9.759215089450000713e-01,1.022003889083862305e+00
-2.065689718600000058e-02,-6.531846523284912109e-02
9.618448869200000306e-01,9.052873849868774414e-01
3.935049972129999740e-01,4.802606999874114990e-01
4.356713769639999900e-01,5.473824143409729004e-01
4.471080480979999772e-01,1.172507107257843018e-01
-6.219020816219999331e-02,2.109186947345733643e-01
9.759211619550000050e-01,9.412905573844909668e-01
5.805153015199999711e-01,6.503558158874511719e-01
8.121846395209999514e-01,9.269358515739440918e-01
9.810198076949999679e-01,9.365900754928588867e-01
8.605356601340000688e-01,8.545396327972412109e-01
9.620410671929999769e-01,9.437721967697143555e-01
8.773708200429999327e-01,7.394604086875915527e-01
3.398814406840000024e-01,4.858530759811401367e-01
1.773367021240000035e-02,2.581557035446166992e-01
9.082243427720000373e-01,7.925670146942138672e-01
8.333341726490000045e-01,6.028606295585632324e-01
9.402890235109999661e-01,9.275338649749755859e-01
2.762238704609999984e-01,1.377715766429901123e-01
2.938808957490000040e-01,1.681109070777893066e-01
4.381076700100000054e-01,6.131411790847778320e-01
8.369360898190000286e-01,6.276850104331970215e-01
5.108882142010000571e-01,4.094428718090057373e-01
4.173294833690000538e-01,6.477376222610473633e-01
1.561816041599999871e-01,6.261506676673889160e-02
9.821824703949999513e-01,9.407313466072082520e-01
5.657331485709999885e-01,5.052301287651062012e-01
1.045180048010000001e-01,3.639258146286010742e-01
8.256482394269999414e-01,6.477376222610473633e-01
9.852669325740001094e-01,1.042897224426269531e+00
4.949989885270000278e-01,4.489116370677947998e-01
-1.295844247839999814e-03,7.214912772178649902e-02
6.583202476119999480e-02,3.679890632629394531e-01
3.039518221949999988e-01,2.954131960868835449e-01
3.753125522940000125e-01,5.358391404151916504e-01
1.432918148029999894e-01,-4.514175653457641602e-02
8.901381834309999297e-01,7.486144304275512695e-01
8.837678814879999789e-02,5.244794487953186035e-02
9.587938109739999604e-01,8.622810244560241699e-01
9.922872271750000639e-01,9.437441825866699219e-01
9.686643522419999819e-01,1.016932487487792969e+00
3.958938674000000435e-01,3.589264154434204102e-01
7.447914621800000301e-02,2.151607275009155273e-01
1.107465785329999897e-01,2.836937308311462402e-01
4.231672729519999621e-01,2.989627122879028320e-01
6.844578128830000607e-02,3.634213507175445557e-01
4.648758557419999660e-01,5.040627717971801758e-01
9.770804167049998989e-01,5.997076630592346191e-01
1.312902056349999902e-01,2.068919837474822998e-01
5.514264469619999387e-01,7.048268318176269531e-01
2.508224570190000224e-01,1.488412618637084961e-01
9.692837361380000072e-01,7.425491213798522949e-01
6.996803563439999429e-01,8.154112100601196289e-01
9.604837861270000277e-01,9.382840394973754883e-01
7.984395418680000078e-02,1.341862976551055908e-01
2.683264234300000162e-01,3.056034743785858154e-01
1.924403309549999885e-01,4.094039201736450195e-01
9.257202716110000118e-01,8.631560802459716797e-01
1.468713260860000057e-02,4.436652362346649170e-01
9.786641159799999157e-01,9.727285504341125488e-01
9.708270534829999132e-01,9.557440876960754395e-01
9.476677472969999849e-01,9.644541144371032715e-01
8.787084491769999728e-01,8.773901462554931641e-01
4.986700141089999705e-01,5.677369236946105957e-01
9.753314716680000496e-01,8.525019884109497070e-01
9.957713382960000637e-01,9.876582622528076172e-01
4.664076482729999640e-01,3.629265427589416504e-01
9.920243091549999503e-01,8.957182765007019043e-01
-7.806066206539999386e-02,1.534364223480224609e-01
2.536417903720000200e-01,2.628197669982910156e-01
3.080888470770000095e-02,2.161330282688140869e-01
5.932884644589999645e-01,3.679890632629394531e-01
8.382303820309999765e-01,1.012106895446777344e+00
1.708006123960000011e-01,9.991741180419921875e-02
1.020065354520000023e+00,9.284272193908691406e-01
5.146955037340000122e-02,2.067452371120452881e-01
9.714437100390000968e-01,9.820598959922790527e-01
6.088724206730000699e-02,2.468358278274536133e-01
3.625457900260000144e-01,4.867194890975952148e-01
9.870277777330001001e-01,1.019919395446777344e+00
9.351897771739999810e-01,8.715425729751586914e-01
9.854165668160000946e-01,1.009554147720336914e+00
3.798733973160000055e-01,2.891739010810852051e-01
4.869596912169999459e-01,4.180752038955688477e-01
8.984969804809999072e-01,7.168225049972534180e-01
9.678028227349999568e-01,8.447155952453613281e-01
1.167079022679999994e-01,1.971520781517028809e-01
4.895808986249999828e-01,4.150382876396179199e-01
8.159636689160000289e-01,7.172912955284118652e-01
7.029143556229999756e-01,6.011987924575805664e-01
9.925482217309999911e-01,9.949756860733032227e-01
7.607962151939999806e-01,7.821800112724304199e-01
9.551546266479999936e-01,9.387710094451904297e-01
8.828485805159999034e-01,8.844491243362426758e-01
9.795459096659999698e-01,9.786093235015869141e-01
2.075615556239999715e-01,4.958541691303253174e-01
8.369643166219999930e-01,7.470032572746276855e-01
2.020860345989999862e-01,3.574986457824707031e-01
9.468731448480000035e-01,9.327996969223022461e-01
9.787137899369999783e-01,9.200513362884521484e-01
1.464437852219999947e-01,1.836683154106140137e-01
3.177243571389999910e-01,1.503852605819702148e-01
9.672477077809999990e-01,1.015443444252014160e+00
9.713800408200000680e-01,1.018075942993164062e+00
2.059486011169999742e-01,3.056034743785858154e-01
5.544958462800000376e-01,4.820173084735870361e-01
9.815430190000000721e-01,1.052476286888122559e+00
9.635967141660000124e-01,9.330790042877197266e-01
5.291131398520000362e-01,5.163072347640991211e-01
6.609070788359999726e-02,7.277742028236389160e-02
4.307408770600000270e-01,5.967811942100524902e-01
2.244538582049999953e-02,1.409637033939361572e-01
7.966954044690000014e-01,7.711656093597412109e-01
2.996670204240000079e-01,3.162002861499786377e-01
4.074532500680000391e-01,2.923714518547058105e-01
9.655738521150000198e-01,8.675740957260131836e-01
6.283942892409999370e-01,4.906621873378753662e-01
-5.840064020440000059e-02,3.228686749935150146e-01
9.520076986399998997e-01,9.127402901649475098e-01
9.544407589730000696e-01,9.234099388122558594e-01
9.536380274119999889e-01,6.364599466323852539e-01
3.872304808889999728e-01,4.638586640357971191e-01
3.354078808489999730e-01,2.199018895626068115e-01
7.731030741269999673e-01,6.713158488273620605e-01
9.794645285399999901e-01,9.987322688102722168e-01
3.507419028230000513e-01,4.989241659641265869e-01
5.360244740280000197e-01,5.753093957901000977e-01
1.568312563529999926e-01,2.018618583679199219e-01
9.679984889149999550e-01,1.057644605636596680e+00
9.843907746829999583e-01,9.641153812408447266e-01
9.331202906910001094e-01,9.278101921081542969e-01
9.769341227550000228e-01,8.850616812705993652e-01
1.020999878520000015e-01,2.227829396724700928e-01
4.727635726759999990e-01,2.245835363864898682e-01
3.388135841179999441e-01,5.476000905036926270e-01
1.919259435700000072e-01,1.597216725349426270e-01
2.695231615850000040e-01,5.648518204689025879e-01
2.224323877820000017e-01,4.691980779170989990e-01
6.110356194759999221e-02,1.572084724903106689e-01
9.651411138770000786e-01,8.599117994308471680e-01
2.118864711350000041e-01,2.762233018875122070e-01
9.353616391799999263e-01,9.866884946823120117e-01
9.142004337050000373e-01,9.036233425140380859e-01
9.555123335039999999e-01,8.079330921173095703e-01
1.577387388289999970e-01,2.131046056747436523e-01
9.665707650000000539e-01,9.302131533622741699e-01
9.660938491099999581e-01,9.279432892799377441e-01
5.212790664840000199e-01,5.278307795524597168e-01
6.004027012889999737e-01,3.178940713405609131e-01
1.012209432879999982e+00,9.667890071868896484e-01
9.697869500719999980e-01,9.037545919418334961e-01
1.480661844460000043e-01,2.278276979923248291e-01
-6.592093089909999148e-02,8.278071880340576172e-02
2.376556488580000015e-01,3.152165412902832031e-01
-3.935274380159999724e-02,1.014027893543243408e-01
2.034777558979999901e-01,1.211170852184295654e-01
4.332010889210000104e-01,4.164033830165863037e-01
8.203072967960001183e-02,1.637815535068511963e-01
8.926705099459999460e-01,9.519881010055541992e-01
3.411624995779999892e-01,3.938490152359008789e-01
5.308871370109999877e-01,6.444764733314514160e-01
7.371398045450000547e-02,2.815037965774536133e-01
6.569101075040000293e-01,6.387482881546020508e-01
1.489194273170000027e-01,2.150212228298187256e-01
5.025745727810000396e-01,7.764179706573486328e-01
1.676410365650000123e-01,1.842864155769348145e-01
6.033075588460000416e-02,1.820369064807891846e-01
4.677343391770000247e-01,6.420412063598632812e-01
1.029410592939999924e+00,8.394762277603149414e-01
9.447594677429999033e-01,7.887225747108459473e-01
9.818565416959998959e-01,7.679051160812377930e-01
9.837233470080000153e-01,9.782673120498657227e-01
5.014994950600000223e-01,8.228800296783447266e-01
8.498733637080000403e-01,7.002850770950317383e-01
2.250648740250000002e-01,3.438599705696105957e-01
8.737690702820000155e-01,8.945088982582092285e-01
2.273916625780000034e-01,3.128657937049865723e-01
5.142352908149999680e-01,4.228422641754150391e-01
5.360313133049999790e-01,4.600714147090911865e-01
1.447898733420000146e-02,2.870506048202514648e-01
7.674739552819999366e-02,7.498434185981750488e-02
